Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,848.900024,853.309998,840.780029,847.119995,847.119995,1315400000
2021-07-02,851.140015,855.780029,848.010010,851.520020,851.520020,1203700000
2021-07-05,851.719971,852.719971,839.789978,842.900024,842.900024,1164200000
2021-07-06,846.429993,850.159973,844.250000,846.960022,846.960022,1835400000
2021-07-07,850.940002,851.369995,838.289978,841.859985,841.859985,1334700000
2021-07-08,845.210022,847.190002,836.219971,839.919983,839.919983,1490800000
2021-07-09,839.900024,842.580017,837.369995,840.340027,840.340027,1295000000
2021-07-12,845.510010,848.559998,842.239990,844.400024,844.400024,1339700000
2021-07-13,849.210022,850.239990,833.830017,835.729980,835.729980,1474300000
2021-07-14,834.780029,836.200012,824.200012,827.799988,827.799988,1388900000
2021-07-15,830.969971,841.440002,829.539978,841.200012,841.200012,1296900000
2021-07-16,845.500000,847.530029,842.200012,847.150024,847.150024,1297300000
2021-07-19,845.070007,846.119995,837.700012,837.929993,837.929993,1125300000
2021-07-21,842.659973,847.140015,839.530029,841.419983,841.419983,1789200000
2021-07-22,848.169983,857.070007,847.679993,857.039978,857.039978,1821600000
2021-07-23,859.349976,860.440002,844.090027,845.710022,845.710022,1454600000
2021-07-26,847.159973,850.030029,841.469971,841.820007,841.820007,1556800000
2021-07-27,845.989990,847.890015,831.380005,837.820007,837.820007,1484700000
2021-07-28,836.859985,838.760010,827.799988,830.700012,830.700012,1441400000
2021-07-29,835.010010,836.450012,831.049988,832.750000,832.750000,1631600000
2021-07-30,836.950012,839.520020,823.039978,823.039978,823.039978,2069500000
2021-08-02,830.239990,831.070007,821.450012,830.150024,830.150024,1558000000
2021-08-03,832.739990,841.900024,831.479980,838.539978,838.539978,1581000000
2021-08-04,841.630005,845.169983,835.200012,843.460022,843.460022,1360100000
2021-08-05,847.429993,856.840027,845.450012,853.010010,853.010010,1907700000
2021-08-06,857.500000,858.700012,842.830017,844.140015,844.140015,1315300000
2021-08-09,844.159973,845.119995,827.140015,831.750000,831.750000,1338400000
2021-08-10,834.960022,836.789978,824.330017,832.330017,832.330017,1351800000
2021-08-12,834.489990,845.840027,832.469971,845.840027,845.840027,1791800000
2021-08-13,849.950012,853.900024,845.890015,851.390015,851.390015,1219300000
2021-08-16,853.010010,853.669983,842.090027,852.849976,852.849976,1375600000
2021-08-18,858.580017,872.090027,855.520020,869.919983,869.919983,2424500000
2021-08-19,867.520020,868.159973,845.450012,850.739990,850.739990,1927500000
2021-08-20,849.919983,855.539978,842.080017,855.039978,855.039978,1523300000
2021-08-23,857.520020,863.830017,857.340027,863.830017,863.830017,1802300000
2021-08-24,865.030029,865.979980,847.159973,855.969971,855.969971,1675100000
2021-08-25,856.909973,859.419983,854.380005,858.169983,858.169983,1310100000
2021-08-26,856.549988,858.750000,844.659973,850.210022,850.210022,1031200000
2021-08-27,849.460022,849.979980,843.690002,845.710022,845.710022,1127700000
2021-08-30,851.309998,866.950012,850.979980,866.950012,866.950012,1617300000
2021-08-31,867.570007,868.739990,860.229980,866.489990,866.489990,1677000000
2021-09-01,868.219971,869.330017,860.049988,860.510010,860.510010,1261300000
2021-09-02,861.159973,864.299988,857.280029,862.859985,862.859985,1145200000
2021-09-03,864.710022,873.919983,859.340027,873.919983,873.919983,1686400000
2021-09-06,877.270020,879.320007,870.330017,874.549988,874.549988,2104800000
2021-09-07,877.390015,878.200012,870.250000,871.380005,871.380005,1551300000
2021-09-08,872.359985,873.510010,851.770020,856.599976,856.599976,1716600000
2021-09-09,856.630005,871.849976,853.700012,871.849976,871.849976,1804300000
2021-09-10,869.250000,872.840027,863.450012,870.200012,870.200012,1593200000
2021-09-13,865.400024,868.320007,859.650024,865.539978,865.539978,1096200000
2021-09-14,869.090027,870.940002,866.320007,870.299988,870.299988,2073400000
2021-09-15,868.770020,869.849976,863.369995,866.130005,866.130005,1947700000
2021-09-16,869.909973,871.000000,860.489990,862.700012,862.700012,1504700000
2021-09-17,859.109985,862.440002,854.270020,862.440002,862.440002,2020100000
2021-09-20,861.270020,861.299988,848.510010,854.830017,854.830017,1815800000
2021-09-21,847.840027,854.099976,840.960022,851.729980,851.729980,1876900000
2021-09-22,851.320007,864.000000,851.049988,862.179993,862.179993,1672600000
2021-09-23,864.309998,867.760010,862.369995,865.510010,865.510010,1952000000
2021-09-24,865.780029,870.750000,862.150024,866.250000,866.250000,2297200000
2021-09-27,864.780029,867.080017,858.289978,861.309998,861.309998,1754800000
2021-09-28,863.200012,864.320007,858.630005,859.880005,859.880005,2179200000
2021-09-29,856.789978,870.520020,855.070007,870.340027,870.340027,1967000000
2021-09-30,873.909973,894.679993,873.530029,894.679993,894.679993,2405000000
2021-10-01,891.030029,892.130005,881.909973,886.010010,886.010010,2832400000
2021-10-04,887.539978,911.010010,887.500000,911.010010,911.010010,3269400000
2021-10-05,909.820007,913.049988,899.330017,902.169983,902.169983,3696500000
2021-10-06,908.390015,932.570007,906.590027,928.070007,928.070007,3580800000
2021-10-07,927.130005,932.190002,921.179993,924.250000,924.250000,3310400000
2021-10-08,930.309998,941.599976,929.140015,939.880005,939.880005,2399800000
2021-10-11,940.539978,944.030029,935.320007,941.549988,941.549988,2342000000
2021-10-12,942.159973,950.599976,941.869995,946.609985,946.609985,3387700000
2021-10-13,950.169983,969.369995,949.619995,960.510010,960.510010,2876000000
2021-10-14,963.809998,976.900024,963.760010,972.659973,972.659973,2743800000
2021-10-15,977.130005,981.799988,962.090027,972.210022,972.210022,2475300000
2021-10-18,976.609985,982.159973,971.049988,976.429993,976.429993,2925900000
2021-10-19,978.859985,980.260010,966.049988,975.159973,975.159973,2073100000
2021-10-21,978.950012,980.750000,962.849976,968.159973,968.159973,3212000000
2021-10-22,964.820007,972.320007,959.619995,970.789978,970.789978,2137000000
2021-10-25,966.369995,972.419983,961.320007,961.320007,961.320007,1658000000
2021-10-26,964.309998,970.590027,961.200012,965.039978,965.039978,1657600000
2021-10-27,966.190002,966.479980,954.289978,956.820007,956.820007,1919000000
2021-10-28,951.309998,956.309998,940.359985,942.809998,942.809998,2312900000
2021-10-29,952.489990,954.650024,947.900024,952.590027,952.590027,1929500000
2021-11-01,958.809998,959.289978,944.489990,944.489990,944.489990,1618100000
2021-11-02,945.679993,947.909973,931.940002,933.549988,933.549988,1586700000
2021-11-03,934.440002,947.440002,931.969971,945.130005,945.130005,1528200000
2021-11-04,954.679993,955.940002,948.169983,948.169983,948.169983,1712500000
2021-11-05,951.000000,951.929993,939.700012,947.969971,947.969971,1452200000
2021-11-08,952.130005,953.739990,946.270020,950.570007,950.570007,1293700000
2021-11-09,952.340027,955.229980,949.130005,952.630005,952.630005,1406600000
2021-11-10,951.380005,959.200012,949.179993,958.400024,958.400024,1345900000
2021-11-11,960.789978,963.030029,955.010010,957.729980,957.729980,1369800000
2021-11-12,962.159973,962.859985,950.369995,951.440002,951.440002,1439300000
2021-11-15,953.450012,955.229980,941.809998,942.200012,942.200012,1482900000
2021-11-16,938.119995,949.760010,937.450012,948.119995,948.119995,1443700000
2021-11-17,952.530029,953.400024,946.260010,953.400024,953.400024,1579300000
2021-11-18,948.619995,951.440002,943.770020,945.940002,945.940002,1454500000
2021-11-19,949.719971,964.859985,948.739990,963.640015,963.640015,1784900000
2021-11-22,966.900024,970.710022,957.000000,963.640015,963.640015,2107500000
2021-11-23,962.150024,965.659973,956.200012,958.390015,958.390015,2101300000
2021-11-24,962.929993,963.330017,956.719971,958.840027,958.840027,1674500000
2021-11-25,962.590027,972.979980,961.570007,965.140015,965.140015,2413600000
2021-11-26,962.650024,962.710022,938.969971,941.109985,941.109985,3315900000
2021-11-29,939.049988,953.710022,927.390015,950.669983,950.669983,0
2021-11-30,950.780029,954.210022,930.979980,930.979980,930.979980,3614500000
2021-12-01,933.859985,946.520020,929.580017,931.549988,931.549988,2665700000
2021-12-02,933.500000,950.799988,930.659973,949.489990,949.489990,2589500000
2021-12-03,950.289978,951.859985,938.929993,938.929993,938.929993,1500300000
2021-12-06,942.109985,949.219971,936.690002,938.929993,938.929993,1976100000
2021-12-07,945.559998,950.169983,944.530029,950.169983,950.169983,2651900000
2021-12-08,953.099976,953.659973,943.640015,945.590027,945.590027,2968600000
2021-12-09,949.309998,952.510010,943.739990,952.510010,952.510010,2071500000
2021-12-10,945.229980,948.609985,939.669983,948.609985,948.609985,1665600000
2021-12-13,951.530029,953.789978,943.710022,943.710022,943.710022,1296200000
2021-12-14,945.219971,945.950012,937.770020,940.349976,940.349976,1427600000
2021-12-15,940.299988,950.049988,938.869995,944.489990,944.489990,2013200000
2021-12-16,950.020020,951.270020,936.039978,937.109985,937.109985,1889200000
2021-12-17,933.539978,939.409973,931.270020,939.409973,939.409973,1789200000
2021-12-20,932.219971,935.880005,929.789978,932.169983,932.169983,1343200000
2021-12-21,932.390015,939.500000,931.260010,934.960022,934.960022,1337900000
2021-12-22,926.940002,926.940002,926.940002,926.940002,926.940002,0
2021-12-23,929.270020,934.280029,927.039978,932.440002,932.440002,1075700000
2021-12-24,933.250000,935.849976,928.960022,930.960022,930.960022,1010800000
2021-12-27,933.239990,935.409973,931.320007,933.489990,933.489990,1079200000
2021-12-28,936.700012,939.849976,934.929993,937.080017,937.080017,1419500000
2021-12-29,938.609985,940.989990,932.960022,936.219971,936.219971,1385400000
2021-12-30,938.150024,938.409973,931.409973,931.409973,931.409973,1439500000
2022-01-03,932.419983,945.989990,931.900024,943.320007,943.320007,1242800000
2022-01-04,945.770020,952.700012,945.010010,947.880005,947.880005,2449100000
2022-01-05,949.080017,952.809998,934.130005,939.299988,939.299988,2103600000
2022-01-06,942.299988,943.349976,930.289978,940.500000,940.500000,1894400000
2022-01-07,944.200012,952.700012,939.919983,949.859985,949.859985,1795000000
2022-01-10,949.479980,951.599976,944.179993,944.179993,944.179993,1427700000
2022-01-11,947.659973,948.890015,938.020020,940.320007,940.320007,2040600000
2022-01-12,943.950012,946.859985,937.570007,943.929993,943.929993,2184800000
2022-01-13,947.359985,950.840027,943.270020,950.590027,950.590027,1913700000
2022-01-14,949.119995,955.179993,945.190002,952.950012,952.950012,1624900000
2022-01-17,957.200012,957.299988,943.710022,948.020020,948.020020,1913500000
2022-01-18,950.330017,952.289978,932.200012,944.820007,944.820007,2202700000
2022-01-19,943.969971,944.679993,937.010010,938.609985,938.609985,2114800000
2022-01-20,942.520020,946.919983,938.039978,943.340027,943.340027,2260800000
2022-01-21,943.309998,959.760010,938.719971,959.760010,959.760010,1540600000
2022-01-24,949.489990,949.489990,949.489990,949.489990,949.489990,0
2022-01-25,944.190002,944.650024,930.729980,939.340027,939.340027,1948800000
2022-01-26,941.090027,947.169983,937.669983,946.859985,946.859985,1953900000
2022-01-27,943.869995,949.909973,940.909973,947.020020,947.020020,1878900000
2022-01-28,948.869995,950.669983,943.080017,949.770020,949.770020,1829500000
2022-01-31,952.309998,952.340027,939.630005,939.630005,939.630005,1690100000
2022-02-02,947.890015,947.890015,947.890015,947.890015,947.890015,0
2022-02-03,952.169983,952.380005,939.570007,945.940002,945.940002,1827800000
2022-02-04,949.469971,952.849976,946.119995,951.669983,951.669983,1774700000
2022-02-07,964.609985,964.609985,964.609985,964.609985,964.609985,0
2022-02-08,967.190002,976.010010,962.010010,962.010010,962.010010,2443100000
2022-02-09,966.690002,973.919983,962.109985,971.719971,971.719971,2060800000
2022-02-10,978.440002,980.489990,971.109985,973.640015,973.640015,2449500000
2022-02-11,972.090027,974.820007,963.760010,971.679993,971.679993,1660300000
2022-02-14,966.450012,967.539978,954.400024,962.640015,962.640015,1971700000
2022-02-15,965.280029,975.320007,961.580017,975.320007,975.320007,1696100000
2022-02-16,979.059998,980.950012,974.549988,976.510010,976.510010,1770300000
2022-02-17,974.119995,977.000000,964.250000,973.400024,973.400024,1558300000
2022-02-18,973.640015,982.359985,968.859985,979.960022,979.960022,1846500000
2022-02-21,980.909973,984.979980,976.780029,979.780029,979.780029,1762100000
2022-02-22,974.099976,978.190002,965.919983,973.739990,973.739990,2053000000
2022-02-23,977.830017,985.080017,975.309998,985.080017,985.080017,2134600000
2022-02-24,981.890015,986.750000,962.729980,973.650024,973.650024,4096900000
2022-02-25,975.799988,988.299988,974.599976,985.539978,985.539978,3117900000
2022-03-01,1006.659973,1008.510010,987.650024,987.650024,987.650024,3386700000
2022-03-02,995.190002,998.039978,976.380005,978.159973,978.159973,2757800000
2022-03-04,992.330017,994.659973,985.130005,994.049988,994.049988,3610900000
2022-03-07,989.289978,992.419983,982.789978,988.909973,988.909973,4238100000
2022-03-08,995.890015,1006.849976,984.450012,986.539978,986.539978,5369900000
2022-03-09,992.090027,999.270020,987.179993,993.380005,993.380005,3558500000
2022-03-10,1000.820007,1001.479980,985.059998,997.140015,997.140015,3200300000
2022-03-11,985.849976,997.700012,983.270020,997.700012,997.700012,2529000000
2022-03-14,1003.770020,1007.799988,997.539978,1003.799988,1003.799988,3145000000
2022-03-15,1007.250000,1011.979980,997.479980,1001.280029,1001.280029,3144300000
2022-03-16,1008.090027,1013.609985,1003.750000,1013.609985,1013.609985,3192500000
2022-03-17,1018.179993,1020.130005,1003.619995,1005.820007,1005.820007,3153300000
2022-03-18,1010.000000,1012.280029,999.690002,1003.770020,1003.770020,3939900000
2022-03-21,1002.250000,1008.099976,998.929993,1003.760010,1003.760010,2202900000
2022-03-22,1008.609985,1012.299988,1006.320007,1011.750000,1011.750000,2546300000
2022-03-23,1014.080017,1016.109985,1006.380005,1011.679993,1011.679993,2480900000
2022-03-24,1008.989990,1026.189941,1007.869995,1026.189941,1026.189941,2783800000
2022-03-25,1026.229980,1026.819946,1011.799988,1017.669983,1017.669983,2391400000
2022-03-28,1017.159973,1027.790039,1014.479980,1026.839966,1026.839966,2649800000
2022-03-29,1027.660034,1031.369995,1018.250000,1019.080017,1019.080017,2409300000
2022-03-30,1025.329956,1025.640015,1018.789978,1024.219971,1024.219971,3075500000
2022-03-31,1028.339966,1031.859985,1020.539978,1022.989990,1022.989990,2336300000
2022-04-01,1027.939941,1028.900024,1019.099976,1027.520020,1027.520020,2151100000
2022-04-04,1028.229980,1033.500000,1023.359985,1033.500000,1033.500000,1663200000
2022-04-05,1035.079956,1038.849976,1030.930054,1038.849976,1038.849976,1781200000
2022-04-06,1034.569946,1037.229980,1027.530029,1030.119995,1030.119995,2146800000
2022-04-07,1032.790039,1036.109985,1028.640015,1031.959961,1031.959961,2186300000
2022-04-08,1038.199951,1045.489990,1035.920044,1043.819946,1043.819946,2121300000
2022-04-11,1043.979980,1043.979980,1028.280029,1029.270020,1029.270020,2264700000
2022-04-12,1029.430054,1036.849976,1027.260010,1036.849976,1036.849976,2291800000
2022-04-13,1042.800049,1045.979980,1039.709961,1044.750000,1044.750000,2534100000
2022-04-14,1045.250000,1046.459961,1034.880005,1035.670044,1035.670044,2271500000
2022-04-18,1037.989990,1042.300049,1037.439941,1040.969971,1040.969971,1925100000
2022-04-19,1042.810059,1045.040039,1036.410034,1037.140015,1037.140015,2121500000
2022-04-20,1043.819946,1058.739990,1041.800049,1053.680054,1053.680054,3278100000
2022-04-21,1058.920044,1067.969971,1056.760010,1063.729980,1063.729980,2623700000
2022-04-22,1057.800049,1067.280029,1049.020020,1056.859985,1056.859985,2360800000
2022-04-25,1051.670044,1066.520020,1041.819946,1063.849976,1063.849976,2517600000
2022-04-26,1062.140015,1075.329956,1061.339966,1075.109985,1075.109985,2579300000
2022-04-27,1070.130005,1077.380005,1069.510010,1074.250000,1074.250000,2085500000
2022-04-28,1088.829956,1093.609985,1084.410034,1085.439941,1085.439941,3671100000
2022-05-09,1067.270020,1069.260010,1023.510010,1025.949951,1025.949951,4024900000
2022-05-10,986.840027,1023.179993,986.840027,1021.080017,1021.080017,3805000000
